Credit Score,DTI,Defaults,Loan Status
-0.7616229792200053,-1.4059439066751975,0,approved
-0.7536079144620741,0.9436989138742206,0,approved
1.0257364617986546,-0.9029082002237832,0,approved
-0.11240273382757722,-1.1263010538875102,0,approved
0.6089530943862318,-1.045943912281853,0,approved
1.1539774979255542,-0.6243367759908379,0,approved
0.07194375560484063,-0.13040821225473126,0,approved
0.30438063358484574,1.5485203330261341,0,approved
-0.5452162307558626,-1.454158191638592,0,rejected
-1.362752836064846,0.4535203500797114,0,rejected
-0.3127793527758575,-1.3496939075512375,0,approved
-0.22461364043861418,-0.5975510621222855,0,approved
-0.39293000035516956,0.44816320730600084,0,approved
0.4406367344696763,-0.8380867726618862,0,approved
-1.3146624475172588,-0.45880106428318407,0,rejected
0.2963655688269145,1.6074489035369495,0,approved
-1.1062707638110474,-1.454158191638592,0,rejected
1.1619925626834853,0.07048464175941188,0,approved
0.20018479173174,-0.9929081988221192,0,approved
1.4024445054214216,-0.25255106749533035,0,approved
-0.7055175259144868,0.5081632063715585,0,approved
0.7131489362393375,0.16155606891249008,0,approved
0.30438063358484574,-1.454158191638592,0,rejected
-0.7936832382517301,-1.4209439064415867,0,approved
0.5768928353545069,1.696377473580544,0,approved
0.14407933842622153,-1.280051051493001,0,approved
0.03988349657311579,-0.2311224964004885,0,approved
1.7070169662228076,-1.4520153345291078,0,approved
-1.5871746492869199,-0.7073724889833505,0,rejected
-1.0341351809896664,1.5544131900772158,0,approved
-0.4650655831765505,-0.5814796338011541,0,approved
0.9135255551876178,1.4311989062818746,0,approved
-0.5852915545455186,0.9581631993632391,0,approved
-1.3547377713069149,0.7310203457579144,0,rejected
-0.5452162307558626,-1.454158191638592,0,rejected
1.298248663568316,-0.35540820875057155,0,approved
1.2341281455048663,-0.7084439175380925,0,approved
-1.4829788074338142,-0.9109439143843487,0,rejected
-1.466948677917952,-0.4020153508818528,0,rejected
1.1700076274414164,1.5158417621065003,0,approved
-1.3707679008227773,-0.922729628486512,0,rejected
1.2581733397786599,1.3792346213768831,0,approved
-0.5372011659979313,-0.8155867730123022,0,approved
-1.138331022842772,-0.7727296308226183,0,rejected
0.08797388512070305,-1.454158191638592,0,rejected
-1.3306925770331213,0.18941321133578456,0,rejected
-1.2264967351800156,1.6176274748069996,0,rejected
-1.3146624475172588,1.5656631899020077,0,rejected
1.6268663186434955,-0.7421939170124686,0,approved
-0.37689987083930715,0.2086989253211423,0,approved
0.7211640009972687,-1.4027296210109712,0,approved
-1.4108432246124334,0.16316321174460327,0,rejected
-0.521171036482069,-0.5439796343851807,0,approved
-0.8016983030096614,-1.454158191638592,0,rejected
-0.3368245470496511,0.5354846345174819,0,approved
1.4104595701793528,1.3047703368223074,0,approved
0.5688777705965757,-1.454158191638592,0,rejected
-1.5791595845289887,-0.0811224987365949,0,rejected
0.2803354393110521,-0.2905867811886748,0,approved
-0.12041779858550843,-0.11165821254674467,0,approved
-1.6432801025924384,1.0122703413777148,0,rejected
0.48872712301726356,0.30673463808004403,0,approved
0.9375707494614114,0.26816321010932864,0,rejected
0.5688777705965757,0.7872703448818748,0,approved
-1.2826021884855339,1.1681631960926901,0,rejected
0.7772694543027872,0.2869132098173154,0,approved
0.9936762027669298,-0.9184439142675435,0,approved
-0.28873415850206385,1.7595917583103278,0,approved
0.7932995838186496,1.3717346214936883,0,rejected
-1.32267751227519,-0.8230867728954969,0,rejected
0.23224505076346486,-0.8477296296545651,0,approved
-0.45705051841861927,1.1333417680635718,0,approved
-1.05818037526346,0.46744892129135857,0,approved
-1.4589336131600206,-1.454158191638592,0,rejected
-0.040267151006196315,1.7381631872154855,0,approved
-0.3127793527758575,0.8076274874219743,0,approved
0.6810886772076127,1.379770335654254,0,approved
-0.9619995981682855,-0.5102296349108045,0,approved
-1.4990089369496766,-1.1488010535370943,0,rejected
-0.713532590672418,-0.3254082092177929,0,approved
-0.024237021490333896,0.9211989142246368,0,approved
0.2723203745531209,-1.3143367652447482,0,approved
-0.20056844616482053,-0.5927296336259461,0,approved
0.4326216697117451,0.10852035545275637,0,approved
1.113902174135898,1.4638774772015086,0,approved
-0.42499025938689444,-1.454158191638592,0,rejected
1.650911512917289,0.15512749758403743,0,approved
-1.5310691959814016,-0.40094392232711074,0,rejected
-1.2505419294538092,-0.47326534977220236,0,rejected
-0.9619995981682855,-0.636122490093001,0,approved
-0.2406437699544766,-1.187908195785181,0,approved
-0.19255338140688932,1.5029846194495953,0,approved
1.0818419151041732,-1.4295153348795235,0,approved
0.6490284181758877,-1.454158191638592,0,rejected
1.530685541548321,-0.7775510593189577,0,approved
-0.8016983030096614,-0.025408213890005728,0,approved
-1.0421502457475977,-0.48933677809333365,0,approved
-0.9700146629262167,0.6849489179040044,0,approved
-0.40896012987103203,-0.7963010590269445,0,rejected
-0.12843286334343965,-1.1193367682816866,0,approved
1.5066403472745273,0.30673463808004403,0,approved
1.1299323036517603,-1.454158191638592,0,rejected
0.7932995838186496,-1.4386224775948315,0,approved
-0.5131559717241377,0.815127487305169,0,approved
0.06392869084690941,-0.503265349304981,0,approved
-0.5051409069662065,-0.17915821149549666,0,approved
0.5929229648703693,-1.0909439115810209,0,approved
0.6891037419655438,-0.437372493188342,0,approved
0.15209440318415274,-1.4273724777700394,0,approved
-1.5631294550131263,-1.2554081947339328,0,rejected
1.1219172388938292,-0.4700510641079759,0,approved
0.961615943735205,-1.3320153363979927,0,rejected
1.5867909948538395,-1.454158191638592,0,rejected
-0.08835753955378359,1.4622703343693955,0,rejected
-1.1463460876007034,0.21137749670799755,0,rejected
1.3303089226000406,0.8429846297284638,0,approved
-0.16850818713309568,-0.6184439189397564,0,approved
-1.5871746492869199,-0.7593367738883421,0,rejected
-0.07232741003792116,-1.454158191638592,0,rejected
-0.978029727684148,0.9485203423705603,0,approved
0.5929229648703693,-0.7330867742971607,0,approved
-0.6333819430931059,0.7861989163271325,0,approved
0.16812453270001515,0.2874489240946863,0,approved
-1.3306925770331213,-0.4963010636991574,0,rejected
-1.699385555897957,-1.2859439085440827,0,rejected
1.0978720446200356,-1.454158191638592,0,rejected
1.3222938578421095,0.9720917705748863,0,approved
0.7852845190607184,-0.4191582077577264,0,rejected
0.047898561331047,-0.7255867744139661,0,approved
0.1921697269738088,-0.7561224882241159,0,approved
-1.0822255695372538,-1.158979624807144,0,rejected
-0.6093367488193123,0.09887749846007732,0,approved
0.6249832239020942,0.09727035562796431,0,approved
-1.474963742675883,0.21352035381748172,0,rejected
-0.8016983030096614,1.6069131892595787,0,approved
-0.08835753955378359,-1.3395153362811876,0,approved
-1.515039066465539,0.09459178424110903,0,rejected
0.6650585476917502,0.847806058224803,0,approved
-0.23262870519654538,0.8306632013489295,0,approved
-1.547099325497264,-1.3802296213613872,0,rejected
-1.0822255695372538,-1.2880867656535668,0,rejected
-0.3849149355972384,-1.0207653412454136,0,approved
1.1459624331676228,0.39673463667838016,0,approved
0.48872712301726356,1.2442346234793786,0,approved
-1.1223008933269099,0.9978060558886968,0,rejected
-0.2406437699544766,0.1444132120366165,0,approved
-0.040267151006196315,0.6404846328822074,0,approved
-1.6032047788027823,1.189056052910161,0,rejected
0.4246066049538139,0.7004846319477647,0,approved
-0.7295627201882804,-1.1830867672888414,0,approved
1.2180980159890038,-1.454158191638592,0,rejected
-0.25667389947033903,-0.3613010658016532,0,approved
1.1459624331676228,-0.15505106901379953,0,approved
-0.9299393391365607,1.15798462482264,0,approved
0.14407933842622153,-0.15505106901379953,0,approved
1.1299323036517603,1.5967346179895288,0,approved
1.1619925626834853,1.1820917673043372,0,approved
1.1700076274414164,0.6736989180792122,0,approved
1.0497816560724482,-0.526301063231936,0,approved
0.16812453270001515,0.6726274895244704,0,approved
-0.9219242743786294,0.4915560637730559,0,approved
0.4246066049538139,1.0835203402680642,0,approved
-0.6333819430931059,1.0358417695820408,0,approved
-1.699385555897957,-0.8380867726618862,0,rejected
1.642896448159358,-1.454158191638592,0,rejected
-1.402828159854502,-0.18880106848817552,0,rejected
-0.45705051841861927,-0.9216581999317697,0,approved
0.8734502313979617,1.4874489054058346,0,approved
-0.5772764897875874,1.579056046836284,0,approved
-0.6013216840613811,0.9126274857866998,0,approved
-0.3849149355972384,-0.4416582074073105,0,approved
-0.825743497283455,0.0544132134382804,0,approved
-0.7616229792200053,-1.454158191638592,0,rejected
-0.3288094822917199,-0.3623724943563953,0,approved
-1.4188582893703645,0.4711989212329559,0,rejected
-1.3066473827593277,1.5908417609384473,0,rejected
1.7150320309807388,-0.029693928108974213,0,approved
0.4085764754379515,1.665841759770394,0,approved
1.5387006063062523,1.1285203395672325,0,approved
0.16812453270001515,-0.70201534620964,0,approved
-0.2486588347124078,0.7519132025753854,0,approved
1.6188512538855644,1.7263774731133223,0,approved
0.7211640009972687,1.5865560467194786,0,approved
1.4345047644531463,-0.5359439202246149,0,approved
-0.7776531087358677,0.546198920064903,0,approved
1.5948060596117706,1.0428060551878646,0,approved
-0.9139092096206983,0.748698916911159,0,approved
-1.2264967351800156,0.9961989130565836,0,rejected
-0.4730806479344817,-1.3443367647775268,0,approved
-0.8417736267993173,1.0176274841514255,0,approved
-1.2665720589696716,0.6774489180208096,0,rejected
-0.4730806479344817,-0.31897963788934025,0,approved
1.4345047644531463,-0.6639796325162954,0,approved
0.7692543895448559,-0.9184439142675435,0,approved
-1.3387076417910524,-0.9248724855959961,0,rejected
0.08797388512070305,-0.4196939220350975,0,approved
0.1200341441524279,-1.0652296262672107,0,approved
-1.2585569942117403,0.7540560596848696,0,rejected
1.3222938578421095,-1.3186224794637165,0,approved
0.5127723172910572,0.5210203490284634,0,approved
-0.008206891974471477,0.6924489177871991,0,approved
0.031868431815184575,1.0524489121805434,0,approved
0.13606427366829033,1.5983417608216417,0,approved
0.5368175115648508,-1.454158191638592,0,rejected
1.378399311147628,-0.6521939184141324,0,approved
-0.7936832382517301,0.5488774914517581,0,approved
